DIN;Format d'acq.;Unité Fmt;Nom;Dosage;Forme;Catégorie
2470438;30;CO/CAPS                       ;SANDOZ PERINDOPRIL-INDAPAMIDE ;4-1.25 MG PLAQ ;CO          ;
2470438;100;CO/CAPS                       ;SANDOZ PERINDOPRIL-INDAPAMIDE ;4-1.25 MG      ;CO          ;
2470438;500;CO/CAPS                       ;SANDOZ PERINDOPRIL-INDAPAMIDE ;4-1.25 MG      ;CO          ;
2309750;100;CO/CAPS                       ;PMS LOSARTAN                  ;25 MG          ;CO          ;
2313332;100;CO/CAPS                       ;SANDOZ LOSARTAN               ;25 MG          ;CO          ;
2309769;100;CO/CAPS                       ;PMS LOSARTAN                  ;50 MG          ;CO          ;
2313340;100;CO/CAPS                       ;SANDOZ LOSARTAN               ;50 MG          ;CO          ;
2313340;30;CO/CAPS                       ;SANDOZ LOSARTAN PLAQ.         ;50 MG          ;CO          ;
2182882;30;CO/CAPS                       ;COZAAR                        ;100 MG         ;CO          ;
2309777;100;CO/CAPS                       ;PMS LOSARTAN                  ;100 MG         ;CO          ;
2200104;100;CO/CAPS                       ;CREON 10                      ;10 000 UI      ;CAP         ;
1985205;100;CO/CAPS                       ;CREON 25                      ;25 000 UI      ;CAP         ;
2483971;14;CO/CAPS                       ;CRESEMBA                      ;100 MG         ;CAPS        ;
2265540;30;CO/CAPS                       ;CRESTOR                       ;5 MG           ;CO          ;
2265540;90;CO/CAPS                       ;CRESTOR                       ;5 MG           ;CO          ;
2337975;100;CO/CAPS                       ;APO ROSUVASTATIN              ;5 MG           ;CO          ;
2498332;500;CO/CAPS                       ;JAMP ROSUVASTATIN CALCIUM     ;5 MG           ;CO          ;
2378523;100;CO/CAPS                       ;PMS ROSUVASTATIN              ;5 MG           ;CO          ;
2378523;500;CO/CAPS                       ;PMS ROSUVASTATIN              ;5 MG           ;CO          ;
2378523;30;CO/CAPS                       ;PMS ROSUVASTATIN PLAQ         ;5 MG           ;CO          ;
2247162;30;CO/CAPS                       ;CRESTOR                       ;10 MG          ;CO          ;
2247162;90;CO/CAPS                       ;CRESTOR                       ;10 MG          ;CO          ;
2500140;500;CO/CAPS                       ;AG ROSUVASTATIN CALCIUM       ;10 MG          ;CO          ;
2444976;100;CO/CAPS                       ;BIO ROSUVASTATIN              ;10 MG          ;CO          ;
2498340;500;CO/CAPS                       ;JAMP ROSUVASTATIN CALCIUM     ;10 MG          ;CO          ;
2378531;100;CO/CAPS                       ;PMS ROSUVASTATIN              ;10 MG          ;CO          ;
2378531;30;CO/CAPS                       ;PMS ROSUVASTATIN PLAQ         ;10 MG          ;CO          ;
2247163;30;CO/CAPS                       ;CRESTOR                       ;20 MG          ;CO          ;
2498359;100;CO/CAPS                       ;JAMP ROSUVASTATIN CALCIUM     ;20 MG          ;CO          ;
2498359;500;CO/CAPS                       ;JAMP ROSUVASTATIN CALCIUM     ;20 MG          ;CO          ;
2378558;100;CO/CAPS                       ;PMS ROSUVASTATIN              ;20 MG          ;CO          ;
2378558;30;CO/CAPS                       ;PMS ROSUVASTATIN PLAQ         ;20 MG          ;CO          ;
2381192;30;CO/CAPS                       ;ROSUVASTATIN PLAQ             ;20 MG          ;CO          ;
2247164;30;CO/CAPS                       ;CRESTOR PLAQ                  ;40 MG          ;CO          ;
2338009;30;CO/CAPS                       ;APO ROSUVASTATIN PLAQ         ;40 MG          ;CO          ;
2498367;500;CO/CAPS                       ;JAMP ROSUVASTATIN CALCIUM     ;40 MG          ;CO          ;
2498367;30;CO/CAPS                       ;JAMP ROSUVASTATIN CALCIUM PLAQ;40 MG          ;CO          ;
2378566;100;CO/CAPS                       ;PMS ROSUVASTATIN              ;40 MG          ;CO          ;
2378566;30;CO/CAPS                       ;PMS ROSUVASTATIN PLAQ         ;40 MG          ;CO          ;
2296152;100;CO/CAPS                       ;CTP 30                        ;30 MG          ;CO          ;
2246714;30;G                             ;TARO AMCINONIDE (AMCORT)      ;0.1 %          ;CR TOP      ;
252506;15;ML                            ;CYCLOGYL                      ;1%;GTE OPHT    ;
2018152;100;CO/CAPS                       ;CYCLOMEN                      ;100 MG         ;CAPS        ;
2064405;100;CO/CAPS                       ;CYKLOKAPRON                   ;500 MG         ;CO          ;
2409097;100;CO/CAPS                       ;GD TRANEXAMIC ACID            ;500 MG         ;CO          ;
2401231;100;CO/CAPS                       ;TRANEXAMIC ACID               ;500 MG         ;CO          ;
2507722;30;CO/CAPS                       ;BIO DULOXETINE                ;30 MG          ;CAPS LR     ;
2429446;30;CO/CAPS                       ;PMS DULOXETINE PLAQ           ;30 MG          ;CAPS LR     ;
2495082;100;CO/CAPS                       ;DULOXETINE                    ;30 MG          ;CAPS LR     ;
2439948;100;CO/CAPS                       ;SANDOZ DULOXETINE             ;30 MG          ;CAPS LR     ;
2439948;30;CO/CAPS                       ;SANDOZ DULOXETINE PLAQ        ;30 MG          ;CAPS LR     ;
2507765;100;CO/CAPS                       ;BIO DULOXETINE                ;60 MG          ;CAPS LR     ;
2429454;30;CO/CAPS                       ;PMS DULOXETINE PLAQ           ;60 MG          ;CAPS LR     ;
2495090;100;CO/CAPS                       ;DULOXETINE                    ;60 MG          ;CAPS LR     ;
2439956;30;CO/CAPS                       ;SANDOZ DULOXETINE PLAQ        ;60 MG          ;CAPS LR     ;
1919458;100;CO/CAPS                       ;CYTOMEL                       ;5MCG           ;CO          ;
2244023;100;CO/CAPS                       ;MISOPROSTOL                   ;200 MCG        ;CO          ;
2449099;100;CO/CAPS                       ;JAMP VIT.D                    ;10 000 UI      ;CAPS        ;
2546876;250;CO/CAPS                       ;VITAMIN D3                    ;10 000 UI      ;CO          ;
2417995;60;CO/CAPS                       ;VITAMINE D                    ;10 000 UI      ;CO          ;
2417995;250;CO/CAPS                       ;VITAMINE D                    ;10 000 UI      ;CO          ;
821772;60;CO/CAPS                       ;D-TABS                        ;10 000 UI      ;CO          ;
821772;250;CO/CAPS                       ;D-TABS                        ;10 000 UI      ;CO          ;
2060604;40;G                             ;DALACIN                       ;20 MG          ;CR VAG      ;
2483734;100;CO/CAPS                       ;JAMP CLINDAMYCIN              ;150 MG         ;CAPS        ;
2479923;100;CO/CAPS                       ;M CLINDAMYCIN                 ;150 MG         ;CAPS        ;
2241709;100;CO/CAPS                       ;TEVA CLINDAMYCIN              ;150 MG         ;CAPS        ;
2436914;100;CO/CAPS                       ;AURO CLINDAMYCINE             ;300 MG         ;CAPS        ;
2241710;100;CO/CAPS                       ;TEVA CLINDAMYCIN              ;300 MG         ;CAPS        ;
521698;100;CO/CAPS                       ;FLURAZEPAM                    ;15 MG          ;CAPS        ;SUBSTANCES CIBLÉES
521701;100;CO/CAPS                       ;FLURAZEPAM                    ;30 MG          ;CAPS        ;SUBSTANCES CIBLÉES
2481227;100;CO/CAPS                       ;MAR DAPSONE                   ;100 MG         ;CO          ;
2507366;30;CO/CAPS                       ;DAYVIGO                       ;5 MG           ;CO          ;
2507374;30;CO/CAPS                       ;DAYVIGO                       ;10 MG          ;CO          ;
2284030;100;CO/CAPS                       ;APO DESMOPRESSIN              ;0.1 MG         ;CO          ;
2304368;100;CO/CAPS                       ;PMS DESMOPRESSIN              ;0.1 MG         ;CO          ;
2284049;100;CO/CAPS                       ;APO DESMOPRESSIN              ;0.2 MG         ;CO          ;
2279363;100;CO/CAPS                       ;PMS DEXAMETHASONE             ;2 MG           ;CO          ;
2536315;5;ML                            ;TESTOSTERONE ENANTHATE        ;200 MG/ML      ;SOL INJ     ;DROGUES CONTRÔLÉES PARTIES II ET III
312770;1 000,00;CO/CAPS                       ;APO PREDNISONE                ;5 MG           ;CO          ;
550957;100;CO/CAPS                       ;APO PREDNISONE                ;50 MG          ;CO          ;
2236807;450;ML                            ;PMS VALPROIC ACID             ;250 MG/5ML     ;SIR         ;
2238048;100;CO/CAPS                       ;APO VALPROIC                  ;250 MG         ;CAPS        ;
2230768;100;CO/CAPS                       ;PMS VALPROIC ACID             ;250 MG         ;CAPS        ;
30759;1;ML                            ;DEPO MEDROL 1ML               ;40 MG/ML       ;SUSP INJ    ;
30759;10;ML                            ;DEPO MEDROL 1ML               ;40 MG/ML       ;SUSP INJ    ;
1934333;10;ML                            ;DEPO MEDROL 2ML               ;40 MG/ML       ;SUSP INJ    ;
2523493;1;UN                            ;DEPO PROVERA                  ;150 MG/ML      ;SER INJ     ;
2496003;10;ML                            ;TARO TESTOSTERONE CYPIONATE   ;100 MG/ML      ;SOL INJ     ;DROGUES CONTRÔLÉES PARTIES II ET III
873292;118;ML                            ;DERMA SMOOTHE FS              ;ECZEMA         ;LIQ         ;
873292;118;ML                            ;DERMA SMOOTHE FS              ;0.01% CUIR CHEV;LIQ         ;
2300559;20;ML                            ;DERMOTIC HUILE                ;0.01 %         ;GTE OT      ;
2245523;15;G                             ;TARO CLOBETASOL               ;0.05 %         ;CR TOP      ;
2245523;50;G                             ;TARO CLOBETASOL               ;0.05 %         ;CR TOP      ;
1910272;50;G                             ;TEVA CLOBETASOL               ;0.05 %         ;CR TOP      ;
2213273;50;G                             ;DERMOVATE                     ;0.05 %         ;ONG TOP     ;
2245524;15;G                             ;TARO CLOBETASOL               ;0.05 %         ;ONG TOP     ;
2245524;50;G                             ;TARO CLOBETASOL               ;0.05 %         ;ONG TOP     ;
1910280;15;G                             ;TEVA CLOBETASOL               ;0.05 %         ;ONG TOP     ;
1910280;50;G                             ;TEVA CLOBETASOL               ;0.05 %         ;ONG TOP     ;
2216213;60;ML                            ;MYLAN CLOBETASOL              ;0.05 %         ;LOT CAP     ;
2245522;60;ML                            ;TARO CLOBETASOL               ;0.05 %         ;SOL TOP     ;
2454424;30;CO/CAPS                       ;DESCOVY                       ;200-25MG       ;CO          ;
2229323;60;G                             ;PDP DESONIDE                  ;0.05 %         ;ONG TOP     ;
1937227;100;CO/CAPS                       ;PMS TRAZODONE                 ;50 MG          ;CO          ;
2144263;500;CO/CAPS                       ;TEVA TRAZODONE                ;50 MG          ;CO          ;
2147645;100;CO/CAPS                       ;APO TRAZODONE                 ;100 MG         ;CO          ;
2164361;100;CO/CAPS                       ;TRAZODONE                     ;100 MG         ;CO          ;
2144271;100;CO/CAPS                       ;TEVA TRAZODONE                ;100 MG         ;CO          ;
2144271;500;CO/CAPS                       ;TEVA TRAZODONE                ;100 MG         ;CO          ;
2147653;100;CO/CAPS                       ;APO TRAZODONE                 ;D 150 MG       ;CO          ;
2144298;100;CO/CAPS                       ;TEVA TRAZODONE                ;150 MG         ;CO          ;
2413140;100;CO/CAPS                       ;SANDOZ TOLTERODINE LA         ;2 MG           ;CAPS LP     ;
1964976;100;CO/CAPS                       ;PMS DEXAMETHASONE             ;0.5 MG         ;CO          ;
2250055;100;CO/CAPS                       ;APO DEXAMETHASONE             ;4 MG           ;CO          ;
1964070;100;CO/CAPS                       ;PMS DEXAMETHASONE             ;4 MG           ;CO          ;
1924516;100;CO/CAPS                       ;DEXEDRINE                     ;5 MG           ;CO          ;DROGUES CONTRÔLÉES PARTIE I
2443236;100;CO/CAPS                       ;DEXTROAMPHETAMINE             ;5 MG           ;CO          ;DROGUES CONTRÔLÉES PARTIE I
1924559;100;CO/CAPS                       ;DEXEDRINE SPANSULE            ;10 MG          ;CAPS LP     ;DROGUES CONTRÔLÉES PARTIE I
832111;115;ML                            ;DEXIDIN 4 DETERGENT           ;4%;LIQ         ;
832111;450;ML                            ;DEXIDIN 4 DETERGENT           ;4%;LIQ         ;
2536390;90;CO/CAPS                       ;DEXLANSOPRAZOLE               ;30 MG          ;CAPS LR     ;
2354950;90;CO/CAPS                       ;DEXILANT                      ;30 MG          ;CAPS LR     ;
2536404;90;CO/CAPS                       ;DEXLANSOPRAZOLE               ;60 MG          ;CAPS LR     ;
2354969;90;CO/CAPS                       ;DEXILANT                      ;60 MG          ;CAPS LR     ;
1913654;500;CO/CAPS                       ;APO GLYBURIDE                 ;2.5 MG         ;CO          ;
1913662;500;CO/CAPS                       ;APO GLYBURIDE                 ;5 MG           ;CO          ;
1913689;500;CO/CAPS                       ;TEVA GLYBURIDE                ;5 MG           ;CO          ;
2398974;60;UN                            ;DIACOMIT                      ;250 MG         ;SACHET      ;
2245247;500;CO/CAPS                       ;APO GLICLAZIDE                ;80 MG          ;CO          ;
2242987;60;CO/CAPS                       ;DIAMICRON MR                  ;30 MG          ;CO.LIB. PROL;
2297795;100;CO/CAPS                       ;APO GLICLAZIDE MR             ;30 MG          ;CO.LIB. PROL;
2429764;100;CO/CAPS                       ;JAMP GLICLAZIDE MR            ;30 MG          ;CO.LIB. PROL;
2356422;60;CO/CAPS                       ;DIAMICRON MR                  ;60 MG          ;CO.LIB. PROL;
2407124;100;CO/CAPS                       ;APO GLICLAZIDE MR             ;60 MG          ;CO.LIB. PROL;
2429772;100;CO/CAPS                       ;JAMP GLICLAZIDE MR            ;60 MG          ;CO.LIB. PROL;
545015;100;CO/CAPS                       ;ACETAZOLAMIDE                 ;250 MG         ;CO          ;
2233542;21;CO/CAPS                       ;DIANE-35                      ;2-0.035 MG     ;CO (21)     ;
2290308;21;CO/CAPS                       ;CYESTRA-35                    ;2-0.035 MG     ;CO (21)     ;
2436736;21;CO/CAPS                       ;CLEO-35                       ;2-0.035MG      ;CO (21)     ;
2309556;21;UN                            ;TEVA-CYPROTERONE/ETHINYL ESTR.;2-0.035 MG     ;CO (21)     ;
2519070;2;UN                            ;DIASTAT 10 MG                 ;(5MG/ML)       ;DISP RECTAL ;SUBSTANCES CIBLÉES
2238162;2;UN                            ;DIASTAT 5 MG                  ;(5MG/ML)       ;DISP RECTAL ;SUBSTANCES CIBLÉES
1950592;100;CO/CAPS                       ;DICETEL                       ;50 MG          ;CO          ;
2230684;100;CO/CAPS                       ;DICETEL                       ;100 MG         ;CO          ;
2469685;100;CO/CAPS                       ;PINAVERIUM                    ;100 MG         ;CO          ;
609129;100;CO/CAPS                       ;DICLECTIN                     ;10-10MG        ;CO.LIB.RETAR;
609129;300;CO/CAPS                       ;DICLECTIN                     ;10-10MG        ;CO.LIB.RETAR;
2413248;100;CO/CAPS                       ;APO DOXYLAMINE-B6             ;10-10 MG       ;CO.LIB.RETAR;
2413248;500;CO/CAPS                       ;APO DOXYLAMINE-B6             ;10-10 MG       ;CO.LIB.RETAR;
2406187;100;CO/CAPS                       ;PMS DOXYLAMINE-PYRIDOXINE     ;10-10 MG       ;CO.LIB.RETAR;
1910183;100;G                             ;DICLOFENAC SODIQUE USP        ;DI775          ;PD MAG      ;
2148749;60;G                             ;DIFFERIN                      ;0.1%           ;GEL TOP     ;
2231592;60;G                             ;DIFFERIN                      ;0.1%           ;CR TOP      ;
2274000;60;G                             ;DIFFERIN XP                   ;0.3 %          ;GEL TOP     ;
2387174;20;CO/CAPS                       ;DIFICID                       ;200 MG         ;CO          ;
2237371;50;CO/CAPS                       ;APO FLUCONAZOLE               ;100 MG         ;CO          ;
2310686;50;CO/CAPS                       ;PRO FLUCONAZOLE               ;100 MG         ;CO          ;
2311690;1;CO/CAPS                       ;CANESORAL                     ;150 MG ORAL    ;CAPS        ;
2141442;1;CO/CAPS                       ;DIFLUCAN UN                   ;150 MG         ;CAPS        ;
2241895;1;CO/CAPS                       ;APO FLUCONAZOLE               ;150 MG         ;CAPS        ;
2352133;1;UN                            ;PERS. FLUCONAZOLE             ;150 MG         ;CAPS        ;
2255510;1;CO/CAPS                       ;RIVA FLUCONAZOLE              ;150 MG         ;CAPS        ;
2521229;1;CO/CAPS                       ;FLUCONAZOLE                   ;150 MG         ;CAPS        ;
27243;5;ML                            ;DIHYDROERGOTAMINE 1ML         ;1 MG/ML        ;SOL INJ     ;
22780;100;CO/CAPS                       ;DILANTIN                      ;100 MG         ;CAPS        ;
22780;1 000,00;CO/CAPS                       ;DILANTIN                      ;100 MG         ;CAPS        ;
705438;100;CO/CAPS                       ;DILAUDID                      ;1 MG           ;CO          ;STUPÉFIANTS
885444;100;CO/CAPS                       ;PMS HYDROMORPHONE             ;1 MG           ;CO          ;STUPÉFIANTS
1916386;500;ML                            ;PMS HYDROMORPHONE             ;1 MG/ML        ;SIR         ;STUPÉFIANTS
125083;100;CO/CAPS                       ;DILAUDID                      ;2 MG           ;CO          ;STUPÉFIANTS
2364123;100;CO/CAPS                       ;APO HYDROMORPHONE             ;2 MG           ;CO          ;STUPÉFIANTS
885436;100;CO/CAPS                       ;PMS HYDROMORPHONE             ;2 MG           ;CO          ;STUPÉFIANTS
125121;100;CO/CAPS                       ;DILAUDID                      ;4 MG           ;CO          ;STUPÉFIANTS
2364131;100;CO/CAPS                       ;APO HYDROMORPHONE             ;4 MG           ;CO          ;STUPÉFIANTS
885401;100;CO/CAPS                       ;PMS HYDROMORPHONE             ;4 MG           ;CO          ;STUPÉFIANTS
786543;100;CO/CAPS                       ;DILAUDID                      ;8 MG           ;CO          ;STUPÉFIANTS
2145901;10;ML                            ;HYDROMORPHONE HCL 1 ML        ;2 MG/ML(AMP)   ;SOL INJ     ;STUPÉFIANTS
2356740;100;CO/CAPS                       ;SANDOZ VALSARTAN              ;40 MG          ;CO          ;
2356740;30;CO/CAPS                       ;SANDOZ VALSARTAN PLAQ.        ;40 MG          ;CO          ;
2244781;28;CO/CAPS                       ;DIOVAN                        ;80 MG          ;CO          ;
2356759;100;CO/CAPS                       ;SANDOZ VALSARTAN              ;80 MG          ;CO          ;
2356759;500;CO/CAPS                       ;SANDOZ VALSARTAN              ;80 MG          ;CO          ;
2356759;30;CO/CAPS                       ;SANDOZ VALSARTAN PLAQ.        ;80 MG          ;CO          ;
2244782;28;CO/CAPS                       ;DIOVAN                        ;160 MG         ;CO          ;
2356767;30;CO/CAPS                       ;SANDOZ VALSARTAN PLAQ.        ;160 MG         ;CO          ;
2356775;30;CO/CAPS                       ;SANDOZ VALSARTAN PLAQ.        ;320 MG         ;CO          ;
2241900;28;CO/CAPS                       ;DIOVAN HCT                    ;80/12.5 MG     ;CO          ;
2356694;30;CO/CAPS                       ;SANDOZ VALSARTAN HCT PLAQ.    ;80-12.5 MG     ;CO          ;
2241901;28;CO/CAPS                       ;DIOVAN HCT                    ;160/12.5 MG    ;CO          ;
2356708;100;CO/CAPS                       ;SANDOZ VALSARTAN HCT          ;160-12.5 MG    ;CO          ;
2356708;30;CO/CAPS                       ;SANDOZ VALSARTAN HCT PLAQ.    ;160-12.5 MG    ;CO          ;
2246955;28;CO/CAPS                       ;DIOVAN HCT                    ;160-25 MG      ;CO          ;
2356716;30;CO/CAPS                       ;SANDOZ VALSARTAN HCT PLAQ.    ;160-25 MG      ;CO          ;
2356724;30;CO/CAPS                       ;SANDOZ VALSARTAN HCT PLAQ     ;320-12.5 MG    ;CO          ;
2356732;30;CO/CAPS                       ;SANDOZ VALSARTAN HCT PLAQ.    ;320-25 MG      ;CO          ;
596612;10;ML                            ;DIPHENHYDRAMINE 1ML           ;50 MG/ML       ;SOL INJ     ;
849650;50;G                             ;TEVA TOPILENE                 ;0.05 %         ;CR TOP      ;
849669;15;G                             ;TEVA TOPILENE                 ;0.05 %         ;ONG TOP     ;
2245688;30;ML                            ;RATIO TOPISALIC               ;               ;LOT TOP     ;
2245688;60;ML                            ;RATIO TOPISALIC               ;               ;LOT TOP     ;
578436;50;G                             ;DIPROSALIC                    ;0.5MG/30MG     ;ONG TOP     ;
323071;50;G                             ;DIPROSONE                     ;0.05 %         ;CR TOP      ;
804991;15;G                             ;TEVA TOPISONE                 ;0.05 %         ;CR TOP      ;
804991;50;G                             ;TEVA TOPISONE                 ;0.05 %         ;CR TOP      ;
417246;75;ML                            ;DIPROSONE                     ;0.05%          ;LOT TOP     ;
809187;30;ML                            ;TEVA TOPISONE                 ;0.05 %         ;LOT TOP     ;
344923;50;G                             ;DIPROSONE                     ;0.05 %         ;ONG TOP     ;
805009;15;G                             ;TEVA TOPISONE                 ;0.05 %         ;ONG TOP     ;
805009;50;G                             ;TEVA TOPISONE                 ;0.05 %         ;ONG TOP     ;
2240549;100;CO/CAPS                       ;PMS OXYBUTYNIN                ;2.5 MG         ;CO          ;
2163543;100;CO/CAPS                       ;APO OXYBUTYNIN                ;5 MG           ;CO          ;
2163543;500;CO/CAPS                       ;APO OXYBUTYNIN                ;5 MG           ;CO          ;
2240550;100;CO/CAPS                       ;PMS OXYBUTYNIN                ;5 MG           ;CO          ;
2424924;30;UN                            ;DIVIGEL 0.1%                  ;0.25 MG        ;SACHET      ;
2424835;30;UN                            ;DIVIGEL 0.1%                  ;0.50 MG        ;SACHET      ;
2424843;30;UN                            ;DIVIGEL 0.1%                  ;1 MG           ;SACHET      ;
2528207;100;CO/CAPS                       ;JAMP CLONIDINE                ;0.025 MG       ;CO          ;
614491;225;ML                            ;DOLORAL 1                     ;1 MG/ML        ;SIR         ;STUPÉFIANTS
2242471;8;CO/CAPS                       ;DOSTINEX                      ;0.5 MG         ;CO          ;
2455897;8;CO/CAPS                       ;APO CABERGOLINE               ;0.5 MG         ;CO          ;
2491753;30;CO/CAPS                       ;DOVATO                        ;50-300MG       ;CO          ;
2244126;120;G                             ;DOVOBET                       ;               ;ONG TOP     ;
2427419;60;G                             ;TEVA BETAMETHASONE/CALCIPOTRI.;0.5MG-50MCG/G  ;ONG TOP     ;
2427419;120;G                             ;TEVA BETAMETHASONE/CALCIPOTRI.;0.5MG-50MCG/G  ;ONG TOP     ;
2319012;80;G                             ;DOVOBET (BOUT)                ;50MCG-.5MG/G   ;GEL TOP     ;
1976133;120;G                             ;DOVONEX                       ;50 MCG/G       ;ONG TOP     ;
2246039;100;CO/CAPS                       ;JAMP BISACODYL                ;5 MG           ;CO          ;
2273411;100;CO/CAPS                       ;BISACODYL ODAN                ;5 MG           ;CO          ;
2458853;10;UN                            ;BISACODYL                     ;10 MG          ;SUPP        ;
2499967;100;G                             ;DUOBRII                       ;0.01%-0.045%   ;LOT TOP     ;
2278251;5;ML                            ;DUOTRAV PQ                    ;0.004-0.5 %    ;SOL OPHT    ;
2415305;5;ML                            ;APO TRAVOPROST-TIMOP PQ       ;0.004-0.5 %    ;SOL OPHT    ;
2510049;2;UN                            ;DUPIXENT (2ML)                ;300 MG/2ML     ;STYLO INJ   ;
2327139;5;UN                            ;SANDOZ FENTANYL               ;37 MCG-H       ;TIMBRE      ;STUPÉFIANTS
2311925;5;UN                            ;TEVA FENTANYL                 ;12 MCG/H       ;TIMBRE      ;STUPÉFIANTS
2282941;5;UN                            ;TEVA FENTANYL                 ;25 MCG/H       ;TIMBRE      ;STUPÉFIANTS
2282968;5;UN                            ;TEVA FENTANYL                 ;50 MCG/H       ;TIMBRE      ;STUPÉFIANTS
2282984;5;UN                            ;TEVA FENTANYL                 ;100 MCG/H      ;TIMBRE      ;STUPÉFIANTS
2415534;5;ML                            ;DUREZOL                       ;0.05%          ;EMUL. OPHT. ;
2240774;100;CO/CAPS                       ;APO CEFADROXIL                ;500 MG         ;CAPS        ;
2235134;100;CO/CAPS                       ;TEVA CEFADROXIL               ;500 MG         ;CAPS        ;
1947958;100;CO/CAPS                       ;DUVOID                        ;10 MG          ;CO          ;
441775;1 000,00;CO/CAPS                       ;APO TRIAZIDE                  ;50-25 MG       ;CO          ;
2530341;120;DO                            ;MYLAN AZELASTINE/FLUTICASONE  ;137MCG/50MCG   ;VAP NAS     ;
799998;1 000,00;ML                            ;EAU STERILE IRR.              ;               ;SOL         ;
2299186;200;ML                            ;EAU STERILE PREP.INJ.         ;               ;SOL INJ     ;
2321130;30;CO/CAPS                       ;PMS MEMANTINE                 ;10 MG          ;CO          ;
2321130;100;CO/CAPS                       ;PMS MEMANTINE                 ;10 MG          ;CO          ;
2237279;90;CO/CAPS                       ;EFFEXOR XR                    ;37.5 MG        ;CAPS LP     ;
2452839;100;CO/CAPS                       ;AURO VENLAFAXINE XR           ;37.5 MG        ;CAPS LP     ;
2489678;100;CO/CAPS                       ;VENLAFAXINE XR (RIVA)         ;37.5 MG        ;CAPS LP     ;
2237280;90;CO/CAPS                       ;EFFEXOR XR                    ;75 MG          ;CAPS LP     ;
2452847;100;CO/CAPS                       ;AURO VENLAFAXINE XR           ;75 MG          ;CAPS LP     ;
2339250;500;CO/CAPS                       ;VENLAFAXINE XR                ;75 MG          ;CAPS LP     ;
2489686;500;CO/CAPS                       ;VENLAFAXINE XR (RIVA)         ;75 MG          ;CAPS LP     ;
2489694;500;CO/CAPS                       ;VENLAFAXINE XR (RIVA)         ;150 MG         ;CAPS LP     ;
2502429;30;CO/CAPS                       ;JAMP PRASUGREL                ;10 MG          ;CO          ;
330582;40;G                             ;EFUDEX                        ;5%;CR TOP      ;
654523;1 000,00;CO/CAPS                       ;PMS AMITRIPTYLINE             ;10 MG          ;CO          ;
370991;1 000,00;CO/CAPS                       ;AMITRIPTYLINE                 ;10 MG          ;CO          ;
654515;100;CO/CAPS                       ;PMS AMITRIPTYLINE             ;25 MG          ;CO          ;
654515;1 000,00;CO/CAPS                       ;PMS AMITRIPTYLINE             ;25 MG          ;CO          ;
371009;1 000,00;CO/CAPS                       ;AMITRIPTYLINE                 ;25 MG          ;CO          ;
335088;100;CO/CAPS                       ;ELAVIL                        ;50 MG          ;CO          ;
654507;100;CO/CAPS                       ;PMS AMITRIPTYLINE             ;50 MG          ;CO          ;
456349;100;CO/CAPS                       ;AMITRIPTYLINE                 ;50 MG          ;CO          ;
2247238;30;G                             ;ELIDEL                        ;1%;CR TOP      ;
2247238;60;G                             ;ELIDEL                        ;1%;CR TOP      ;
2268892;1;UN                            ;ELIGARD                       ;45 MG          ;SER INJ     ;
2487381;60;CO/CAPS                       ;APO APIXABAN                  ;2.5 MG         ;CO          ;
2487381;500;CO/CAPS                       ;APO APIXABAN                  ;2.5 MG         ;CO          ;
2525518;500;CO/CAPS                       ;RIVA APIXABAN                 ;2.5 MG         ;CO          ;
2525518;60;CO/CAPS                       ;RIVA APIXABAN PLAQ.           ;2.5 MG         ;CO          ;
2397714;60;CO/CAPS                       ;ELIQUIS                       ;5 MG           ;CO          ;
2487403;500;CO/CAPS                       ;APO APIXABAN                  ;5 MG           ;CO          ;
2487403;60;CO/CAPS                       ;APO APIXABAN PLAQ.            ;5 MG           ;CO          ;
2525526;60;CO/CAPS                       ;RIVA APIXABAN                 ;5 MG           ;CO          ;
2525526;500;CO/CAPS                       ;RIVA APIXABAN                 ;5 MG           ;CO          ;
2525526;60;CO/CAPS                       ;RIVA APIXABAN PLAQ.           ;5 MG           ;CO          ;
2436329;1;CO/CAPS                       ;ELLA                          ;30 MG          ;CO          ;
2029448;100;CO/CAPS                       ;ELMIRON                       ;100 MG         ;CAPS        ;
851744;15;G                             ;ELOCOM                        ;0.1 %          ;CR TOP      ;
851744;50;G                             ;ELOCOM                        ;0.1 %          ;CR TOP      ;
2367157;15;G                             ;TARO MOMETASONE               ;0.1 %          ;CR TOP      ;
2367157;50;G                             ;TARO MOMETASONE               ;0.1 %          ;CR TOP      ;
871095;75;ML                            ;ELOCOM                        ;0.1 %          ;LOT TOP     ;
2266385;30;ML                            ;TARO MOMETASONE               ;0.1 %          ;LOT TOP     ;
2266385;75;ML                            ;TARO MOMETASONE               ;0.1 %          ;LOT TOP     ;
851736;50;G                             ;ELOCOM                        ;0.1 %          ;ONG TOP     ;
2248130;15;G                             ;TEVA MOMETASONE               ;0.1 %          ;ONG TOP     ;
2248130;50;G                             ;TEVA MOMETASONE               ;0.1 %          ;ONG TOP     ;
2298791;2;CO/CAPS                       ;EMEND                         ;80 MG          ;CAPS        ;
2491087;1;UN                            ;EMGALITY                      ;120 MG/ML      ;STYLO INJ   ;
886858;5;G                             ;EMLA                          ;               ;CR TOP      ;
886858;30;G                             ;EMLA                          ;               ;CR TOP      ;
2057794;2;UN                            ;EMLA TIMBRE                   ;1 G            ;TIMBRE      ;
80066164;45;G                             ;M HC                          ;1%;CR TOP      ;
