DIN;Format d'acq.;Unité Fmt;Nom;Dosage;Forme;Catégorie
2220180;100;CO/CAPS                       ;APO LOVASTATIN                ;40 MG          ;CO          ;
2230359;100;CO/CAPS                       ;TEVA MEXILETINE               ;100 MG         ;CAPS        ;
2297558;120;CO/CAPS                       ;MEZAVANT                      ;1.2 G          ;CO LA       ;
2474026;1;UN                            ;MEZERA (80G)                  ;1G/ACTIONNEMENT;MOUSSE      ;
2375958;100;CO/CAPS                       ;SANDOZ TELMISARTAN            ;40 MG          ;CO          ;
2375958;500;CO/CAPS                       ;SANDOZ TELMISARTAN            ;40 MG          ;CO          ;
2375958;30;CO/CAPS                       ;SANDOZ TELMISARTAN PLAQ.      ;40 MG          ;CO          ;
2240770;28;CO/CAPS                       ;MICARDIS                      ;80 MG          ;CO          ;
2375966;30;CO/CAPS                       ;SANDOZ TELMISARTAN PLAQ.      ;80 MG          ;CO          ;
2244344;28;CO/CAPS                       ;MICARDIS PLUS                 ;80-12.5 MG     ;CO          ;
2419114;100;CO/CAPS                       ;ACH TELMISARTAN HCTZ          ;80-12.5 MG     ;CO          ;
2393557;100;CO/CAPS                       ;SANDOZ TELMISARTAN HCT        ;80-12.5 MG     ;CO          ;
2393557;30;CO/CAPS                       ;SANDOZ TELMISARTAN HCT PLAQ   ;80-12.5 MG     ;CO          ;
2318709;28;CO/CAPS                       ;MICARDIS PLUS                 ;80-25 MG       ;CO          ;
2419122;100;CO/CAPS                       ;ACH TELMISARTAN HCTZ          ;80-25 MG       ;CO          ;
2393565;30;CO/CAPS                       ;SANDOZ TELMISARTAN HCT PLAQ   ;80-25 MG       ;CO          ;
55005665;5;G                             ;MICONAZOLE NITRATE USP        ;MI900          ;PD MAG      ;
55004714;25;G                             ;MICONAZOLE NITRATE USP        ;NDC 0038       ;PD MAG      ;
55006129;10;G                             ;MICONAZOLE USP                ;NDC 0239       ;PD MAG      ;
55006129;25;G                             ;MICONAZOLE USP                ;NDC 0239       ;PD MAG      ;
55899005;5;G                             ;MICONAZOLE NITRATE            ;               ;PD MAG      ;
55899005;25;G                             ;MICONAZOLE NITRATE            ;               ;PD MAG      ;
80013005;500;CO/CAPS                       ;JAMP K 8                      ;600 MG         ;CO          ;
80062704;100;CO/CAPS                       ;JAMP POTASSIUM CHLORURE LP    ;600 MG         ;CAPS        ;
2249510;100;CO/CAPS                       ;MIDAMOR                       ;5 MG           ;CO          ;
2240286;10;ML                            ;MIDAZOLAM                     ;5 MG/ML        ;SOL INJ     ;SUBSTANCES CIBLÉES
2444038;5;CO/CAPS                       ;MIFEGYMISO                    ;200MG-200MCG   ;CO          ;
2228947;3;ML                            ;MIGRANAL 1ML                  ;4 MG/ML        ;SOL NAS     ;
2042320;21;CO/CAPS                       ;MIN OVRAL                     ;.15-.03MG      ;CO (21)     ;
2042339;28;CO/CAPS                       ;MIN OVRAL                     ;.15-.03MG      ;CO (28)     ;
2387093;28;CO/CAPS                       ;OVIMA                         ;.15-0.03MG     ;CO (28)     ;
882801;100;CO/CAPS                       ;APO PRAZO                     ;1 MG           ;CO          ;
99114494;100;CO/CAPS                       ;PRAZOSIN (US)                 ;1 MG           ;CAPS        ;
1934198;100;CO/CAPS                       ;TEVA PRAZOSIN                 ;1 MG           ;CO          ;
882828;100;CO/CAPS                       ;APO PRAZO                     ;2 MG           ;CO          ;
99114186;1;CO/CAPS                       ;PRAZOSIN                      ;2 MG           ;CAPS        ;
1934201;100;CO/CAPS                       ;TEVA PRAZOSIN                 ;2 MG           ;CO          ;
1934228;100;CO/CAPS                       ;TEVA PRAZOSIN                 ;5 MG           ;CO          ;
2084090;100;CO/CAPS                       ;MINOCYCLINE                   ;50 MG          ;CAPS        ;
2084104;100;CO/CAPS                       ;MINOCYCLINE                   ;100 MG         ;CAPS        ;
868;15;ML                            ;ISOPTO CARPINE                ;2%;GTE OPHT    ;
2297256;30;CO/CAPS                       ;MIRAPEX                       ;0.125 MG       ;CO          ;
2325802;100;CO/CAPS                       ;PRAMIPEXOLE                   ;0.25 MG        ;CO          ;
2315262;100;CO/CAPS                       ;SANDOZ PRAMIPEXOLE            ;0.25 MG        ;CO          ;
2292386;100;CO/CAPS                       ;APO PRAMIPEXOLE               ;0.5 MG         ;CO          ;
2292394;100;CO/CAPS                       ;APO PRAMIPEXOLE               ;1 MG           ;CO          ;
2243005;1;UN                            ;MIRENA                        ;20UG/24H       ;STERILET    ;
2248973;100;CO/CAPS                       ;APO MELOXICAM                 ;7.5 MG         ;CO          ;
2248974;100;CO/CAPS                       ;APO MELOXICAM                 ;15 MG          ;CO          ;
2258323;30;CO/CAPS                       ;TEVA MELOXICAM                ;15 MG          ;CO          ;
2245663;100;CO/CAPS                       ;APO TRIMEBUTINE               ;100 MG         ;CO          ;
2245664;100;CO/CAPS                       ;APO TRIMEBUTINE               ;200 MG         ;CO          ;
511528;100;CO/CAPS                       ;MOGADON                       ;5 MG           ;CO          ;SUBSTANCES CIBLÉES
2544245;100;CO/CAPS                       ;SANDOZ BISOPROLOL             ;1.25 MG        ;CO          ;
2544253;100;CO/CAPS                       ;SANDOZ BISOPROLOL             ;2.5 MG         ;CO          ;
2256134;100;CO/CAPS                       ;APO BISOPROLOL                ;5 MG           ;CO          ;
2306999;100;CO/CAPS                       ;PRO BISOPROLOL                ;5 MG           ;CO          ;
2494035;100;CO/CAPS                       ;SANDOZ BISOPROLOL             ;5 MG           ;CO          ;
2256177;100;CO/CAPS                       ;APO BISOPROLOL                ;10 MG          ;CO          ;
2307006;100;CO/CAPS                       ;PRO BISOPROLOL                ;10 MG          ;CO          ;
2477777;5;ML                            ;MONOFERRIC (1ML)              ;100 MG/ML      ;SOL INJ     ;
2477777;10;ML                            ;MONOFERRIC (10ML)             ;100 MG/ML      ;SOL INJ     ;
2477777;5;ML                            ;MONOFERRIC (5ML)              ;100 MG/ML      ;SOL INJ     ;
2266008;100;CO/CAPS                       ;APO FOSINOPRIL                ;10 MG          ;CO          ;
2266016;100;CO/CAPS                       ;APO FOSINOPRIL                ;20 MG          ;CO          ;
2240335;3;G                             ;MONUROL                       ;SACHET         ;PD          ;
2473801;3;G                             ;JAMP FOSFOMYCIN               ;SACHET         ;PD          ;
617288;50;ML                            ;MORPHINE H.P.10ML             ;50 MG/ML       ;SOL INJ     ;STUPÉFIANTS
2103613;500;CO/CAPS                       ;APO DOMPERIDONE               ;10 MG          ;CO          ;
2236857;500;CO/CAPS                       ;DOMPERIDONE                   ;10 MG          ;CO          ;
2443562;30;CO/CAPS                       ;ADVIL 12 HEURES               ;600 MG         ;CO.LIB. PROL;
585114;100;CO/CAPS                       ;APO IBUPROFEN                 ;600 MG         ;CO          ;
2355701;72;CO/CAPS                       ;ADVIL MUSCLE & ARTICULATION   ;400 MG         ;CAPLET      ;
2244577;32;CO/CAPS                       ;ADVIL X-FORT                  ;400 MG         ;CAPLET      ;
2244577;72;CO/CAPS                       ;ADVIL X-FORT                  ;400 MG         ;CAPLET      ;
2242658;45;CO/CAPS                       ;MOTRIN IB UL-FORT             ;400 MG         ;CO          ;
506052;1 000,00;CO/CAPS                       ;APO IBUPROFEN                 ;400 MG         ;CO          ;
2314770;32;CO/CAPS                       ;PERS. IBUPROFENE              ;400 MG X-F     ;CAPLET      ;
441651;100;CO/CAPS                       ;APO IBUPROFEN                 ;300 MG         ;CO          ;
2541041;1;UN                            ;MOUNJARO                      ;2.5MG/0.5ML    ;FIOLE       ;
2541068;1;UN                            ;MOUNJARO                      ;5MG/0.5ML      ;FIOLE       ;
2541076;1;UN                            ;MOUNJARO                      ;7.5MG/0.5ML    ;FIOLE       ;
2541084;1;UN                            ;MOUNJARO                      ;10MG/0.5ML     ;FIOLE       ;
2541106;1;UN                            ;MOUNJARO                      ;15MG/0.5ML     ;FIOLE       ;
2551950;1;UN                            ;MOUNJARO KWIKPEN (2.4ML)      ;2.5MG/0.6ML    ;STYLO INJ   ;
2551969;1;UN                            ;MOUNJARO KWIKPEN (2.4ML)      ;5MG/0.6ML      ;STYLO INJ   ;
2551977;1;UN                            ;MOUNJARO KWIKPEN (2.4ML)      ;7.5MG/0.6ML    ;STYLO INJ   ;
2551985;1;UN                            ;MOUNJARO KWIKPEN (2.4ML)      ;10MG/0.6ML     ;STYLO INJ   ;
2551993;1;UN                            ;MOUNJARO KWIKPEN (2.4ML)      ;12.5MG/0.6ML   ;STYLO INJ   ;
2552000;1;UN                            ;MOUNJARO KWIKPEN (2.4ML)      ;15MG/0.6ML     ;STYLO INJ   ;
2302764;50;CO/CAPS                       ;TEVA MORPHINE SR              ;15 MG          ;CO          ;STUPÉFIANTS
2302772;100;CO/CAPS                       ;TEVA MORPHINE SR              ;30 MG          ;CO          ;STUPÉFIANTS
750816;3,5;G                             ;MURO 128                      ;5%;ONG OPHT    ;
750824;15;ML                            ;MURO 128                      ;5%;GTE OPHT    ;
716871;30;G                             ;NYADERM                       ;100,000 U/G    ;CR TOP      ;
1007;15;ML                            ;MYDRIACYL                     ;1%;GTE OPHT    ;
2541742;28;CO/CAPS                       ;MYFEMBREE                     ;40-1-0.5 MG    ;CO          ;
